date,Close,High,Low,Open
2016-01-04,1.0824,1.0946500000000001,1.078125,1.08519
2016-01-05,1.075045,1.083895,1.07107,1.0824150000000001
2016-01-06,1.07768,1.0799400000000001,1.0715,1.0750549999999999
2016-01-07,1.0925850000000001,1.09402,1.077115,1.0776850000000002
2016-01-08,1.0926300000000002,1.093075,1.0803099999999999,1.09258
2016-01-11,1.085665,1.0946,1.084775,1.09375
2016-01-12,1.08433,1.0900349999999999,1.0819649999999998,1.085655
2016-01-13,1.088565,1.0888900000000001,1.0805,1.084335
2016-01-14,1.085715,1.094345,1.083475,1.0885500000000001
2016-01-15,1.0914100000000002,1.09848,1.085645,1.08572
2016-01-18,1.089275,1.0923850000000002,1.0868799999999998,1.0918549999999998
2016-01-19,1.091065,1.093905,1.08594,1.08927
2016-01-20,1.08746,1.0976,1.0873300000000001,1.09107
2016-01-21,1.0858349999999999,1.0921699999999999,1.077755,1.0874450000000002
2016-01-22,1.0800049999999999,1.08631,1.07893,1.08584
2016-01-25,1.08526,1.08568,1.078975,1.0797350000000001
2016-01-26,1.0861900000000002,1.08746,1.0818599999999998,1.0852400000000002
2016-01-27,1.090225,1.09166,1.08507,1.086185
2016-01-28,1.0935450000000002,1.09677,1.08697,1.090235
2016-01-29,1.0833149999999998,1.094885,1.0809849999999999,1.0935300000000001
2016-02-01,1.089585,1.091295,1.082425,1.08255
2016-02-02,1.0918649999999999,1.09401,1.0892400000000002,1.08957
2016-02-03,1.109315,1.11457,1.09036,1.0918700000000001
2016-02-04,1.11995,1.12391,1.1069550000000001,1.109305
2016-02-05,1.11592,1.12494,1.1109,1.119965
2016-02-08,1.118935,1.12161,1.10866,1.1143999999999998
2016-02-09,1.128835,1.13381,1.116235,1.11893
2016-02-10,1.12842,1.1311499999999999,1.1160649999999999,1.12882
2016-02-11,1.1316099999999998,1.13766,1.127395,1.1284049999999999
2016-02-12,1.1255549999999999,1.1333900000000001,1.1214149999999998,1.131615
2016-02-15,1.1176249999999999,1.12393,1.1128049999999998,1.1223400000000001
2016-02-16,1.11433,1.11932,1.112425,1.11761
2016-02-17,1.112035,1.11793,1.11062,1.11432
2016-02-18,1.110765,1.114975,1.107105,1.11205
2016-02-19,1.11299,1.1139350000000001,1.1066850000000001,1.110775
2016-02-22,1.10251,1.11242,1.10032,1.11222
2016-02-23,1.10235,1.10529,1.099005,1.10252
2016-02-24,1.1014249999999999,1.1046399999999998,1.09573,1.102355
2016-02-25,1.102315,1.1049950000000002,1.0986799999999999,1.101435
2016-02-26,1.09402,1.106835,1.091175,1.10233
2016-02-29,1.0885500000000001,1.0962649999999998,1.085925,1.09247
2016-03-01,1.0876450000000002,1.08937,1.083415,1.0885449999999999
2016-03-02,1.0869300000000002,1.08812,1.0825550000000002,1.08765
2016-03-03,1.094565,1.097285,1.085375,1.08692
2016-03-04,1.10019,1.104335,1.0903399999999999,1.094575
2016-03-07,1.101245,1.1025800000000001,1.0939999999999999,1.09915
2016-03-08,1.100055,1.10579,1.099355,1.10124
2016-03-09,1.0986099999999999,1.10351,1.0946,1.100045
2016-03-10,1.117665,1.12181,1.082205,1.0986150000000001
2016-03-11,1.11507,1.119355,1.10805,1.1167699999999998
2016-03-14,1.110015,1.1166749999999999,1.10778,1.116525
2016-03-15,1.11073,1.11252,1.107205,1.11002
2016-03-16,1.1216300000000001,1.12427,1.10579,1.110725
2016-03-17,1.131535,1.134255,1.120495,1.121635
2016-03-18,1.127025,1.1337099999999998,1.1256149999999998,1.13151
2016-03-21,1.1235149999999998,1.128485,1.1232950000000002,1.1274899999999999
2016-03-22,1.122135,1.12601,1.1188500000000001,1.1235249999999999
2016-03-23,1.117815,1.122125,1.11595,1.122125
2016-03-24,1.11645,1.11878,1.11443,1.1178
2016-03-25,1.116815,1.11764,1.11539,1.1164800000000001
2016-03-28,1.120085,1.1220050000000001,1.1152900000000001,1.1157400000000002
2016-03-29,1.128935,1.130335,1.1169,1.1200800000000002
2016-03-30,1.133295,1.1365599999999998,1.1286450000000001,1.1289449999999999
2016-03-31,1.13787,1.1411850000000001,1.131035,1.1332900000000001
2016-04-01,1.13911,1.143805,1.1334849999999999,1.13788
2016-04-04,1.13866,1.1412900000000001,1.135745,1.139475
2016-04-05,1.1380599999999998,1.140525,1.1335950000000001,1.138665
2016-04-06,1.140045,1.14317,1.132685,1.1380599999999998
2016-04-07,1.13669,1.14541,1.133775,1.1400350000000001
2016-04-08,1.13972,1.14194,1.134915,1.13669
2016-04-11,1.14103,1.144745,1.13723,1.1404999999999998
2016-04-12,1.138335,1.146495,1.1346150000000002,1.14103
2016-04-13,1.12782,1.1391200000000001,1.12683,1.138335
2016-04-14,1.12653,1.129495,1.123395,1.127825
2016-04-15,1.1283400000000001,1.131705,1.12458,1.12653
2016-04-18,1.1307800000000001,1.13321,1.127385,1.129765
2016-04-19,1.135865,1.1384699999999999,1.13036,1.1307800000000001
2016-04-20,1.130245,1.138795,1.129055,1.135865
2016-04-21,1.1290200000000001,1.13964,1.1270350000000002,1.130245
2016-04-22,1.12235,1.1308799999999999,1.1218249999999999,1.1290200000000001
2016-04-25,1.126655,1.1278350000000001,1.12232,1.12314
2016-04-26,1.1296149999999998,1.13399,1.1256249999999999,1.126645
2016-04-27,1.1326550000000002,1.13619,1.127165,1.1296149999999998
2016-04-28,1.13572,1.1368049999999998,1.12961,1.1326550000000002
2016-04-29,1.1448099999999999,1.1459450000000002,1.135625,1.13572
