Date,Close,High,Low,Open,dt
29/10/2015,208.87,209.27,208.21,208.34,2015-10-29
30/10/2015,207.85,209.44,207.83,209.06,2015-10-30
02/11/2015,210.37,210.62,208.17,208.32,2015-11-02
03/11/2015,210.96,211.66,209.7,209.97,2015-11-03
04/11/2015,210.38,211.5,209.72,211.35,2015-11-04
05/11/2015,210.12,210.98,209.09,210.43,2015-11-05
06/11/2015,210.02,210.32,208.46,209.74,2015-11-06
09/11/2015,208.06,209.49,206.95,209.31,2015-11-09
10/11/2015,208.51,208.6,207.19,207.5,2015-11-10
11/11/2015,207.71,208.94,207.66,208.88,2015-11-11
12/11/2015,204.89,207.06,204.82,206.5,2015-11-12
13/11/2015,202.54,204.67,202.44,204.35,2015-11-13
16/11/2015,205.6,205.64,202.18,202.32,2015-11-16
17/11/2015,205.38,207.04,204.88,205.99,2015-11-17
18/11/2015,208.71,208.9,205.99,206.04,2015-11-18
19/11/2015,208.53,209.05,208.2,208.59,2015-11-19
20/11/2015,209.35,210.12,208.86,209.45,2015-11-20
23/11/2015,209.06,209.98,208.52,209.38,2015-11-23
24/11/2015,209.38,209.83,207.41,207.87,2015-11-24
25/11/2015,209.32,209.74,209.01,209.5,2015-11-25
27/11/2015,209.51,209.8,208.86,209.43,2015-11-27
30/11/2015,208.67,209.89,208.56,209.75,2015-11-30
01/12/2015,210.74,210.82,209.11,209.44,2015-12-01
02/12/2015,208.5,211.0,208.23,210.61,2015-12-02
03/12/2015,205.6,209.15,204.75,208.83,2015-12-03
04/12/2015,209.63,209.97,205.93,206.08,2015-12-04
07/12/2015,208.29,209.25,207.2,209.22,2015-12-07
08/12/2015,206.96,208.04,205.78,206.48,2015-12-08
09/12/2015,205.36,208.68,204.18,206.19,2015-12-09
10/12/2015,205.82,207.43,205.14,205.44,2015-12-10
11/12/2015,201.85,204.14,201.51,203.36,2015-12-11
14/12/2015,202.99,203.05,199.95,202.07,2015-12-14
15/12/2015,205.09,206.11,202.87,204.7,2015-12-15
16/12/2015,207.98,208.39,204.8,206.37,2015-12-16
17/12/2015,204.89,208.48,204.84,208.4,2015-12-17
18/12/2015,199.96,202.93,199.96,202.75,2015-12-18
21/12/2015,201.65,201.88,200.09,201.43,2015-12-21
22/12/2015,203.51,203.85,201.55,202.72,2015-12-22
23/12/2015,206.02,206.07,204.58,204.71,2015-12-23
24/12/2015,205.49,206.33,205.35,205.72,2015-12-24
28/12/2015,205.19,205.26,203.94,204.86,2015-12-28
29/12/2015,207.43,207.79,206.47,206.51,2015-12-29
30/12/2015,205.94,207.21,205.76,207.11,2015-12-30
31/12/2015,203.93,205.89,203.87,205.13,2015-12-31
