"Date","Time","Price","Volume"
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,200
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,150
23/12/2016,09:30:01.000000,225.450000,200
23/12/2016,09:30:01.000000,225.460000,128
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.460000,214
23/12/2016,09:30:01.000000,225.460000,300
23/12/2016,09:30:01.000000,225.460000,163
23/12/2016,09:30:01.000000,225.460000,200
23/12/2016,09:30:01.000000,225.450000,160
23/12/2016,09:30:01.000000,225.450000,200
23/12/2016,09:30:01.000000,225.440000,2499
23/12/2016,09:30:01.000000,225.440000,1000
23/12/2016,09:30:01.000000,225.440000,1000
23/12/2016,09:30:01.000000,225.440000,2000
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.450000,800
23/12/2016,09:30:01.000000,225.450000,200
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,2200
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,200
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,200
23/12/2016,09:30:01.000000,225.450000,200
23/12/2016,09:30:01.000000,225.439500,500
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,400
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,300
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,200
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,300
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,1600
23/12/2016,09:30:01.000000,225.450000,361
23/12/2016,09:30:01.000000,225.450000,139
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.440000,500
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,500
23/12/2016,09:30:01.000000,225.440000,300
23/12/2016,09:30:01.000000,225.440000,1000
23/12/2016,09:30:01.000000,225.440000,1500
23/12/2016,09:30:01.000000,225.440000,2000
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,2200
23/12/2016,09:30:01.000000,225.440000,500
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,2500
23/12/2016,09:30:01.000000,225.440000,1100
23/12/2016,09:30:01.000000,225.440000,300
23/12/2016,09:30:01.000000,225.440000,300
23/12/2016,09:30:01.000000,225.440000,500
23/12/2016,09:30:01.000000,225.440000,3300
23/12/2016,09:30:01.000000,225.440000,167
23/12/2016,09:30:01.000000,225.440000,300
23/12/2016,09:30:01.000000,225.440000,1000
23/12/2016,09:30:01.000000,225.440000,154
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,196
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.440000,200
23/12/2016,09:30:01.000000,225.440000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:01.000000,225.450000,100
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.450000,100
23/12/2016,09:30:02.000000,225.450000,100
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,200
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,200
23/12/2016,09:30:02.000000,225.440000,200
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,200
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.430000,300
23/12/2016,09:30:02.000000,225.430000,1000
23/12/2016,09:30:02.000000,225.430000,200
23/12/2016,09:30:02.000000,225.440000,200
23/12/2016,09:30:02.000000,225.440000,200
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.430000,200
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.440000,300
23/12/2016,09:30:02.000000,225.440000,300
23/12/2016,09:30:02.000000,225.440000,800
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.440000,1000
23/12/2016,09:30:02.000000,225.430000,300
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.430000,300
23/12/2016,09:30:02.000000,225.440000,100
23/12/2016,09:30:02.000000,225.430000,300
23/12/2016,09:30:02.000000,225.430000,100
23/12/2016,09:30:02.000000,225.440000,300
23/12/2016,09:30:03.000000,225.430000,200
23/12/2016,09:30:03.000000,225.430000,200
23/12/2016,09:30:03.000000,225.430000,300
23/12/2016,09:30:03.000000,225.430000,500
23/12/2016,09:30:03.000000,225.430000,300
23/12/2016,09:30:03.000000,225.430000,300
23/12/2016,09:30:03.000000,225.430000,200
23/12/2016,09:30:03.000000,225.430000,100
23/12/2016,09:30:03.000000,225.430000,100
23/12/2016,09:30:03.000000,225.430000,100
23/12/2016,09:30:03.000000,225.430000,100
23/12/2016,09:30:03.000000,225.430000,100
23/12/2016,09:30:03.000000,225.430000,200
23/12/2016,09:30:03.000000,225.430000,100
23/12/2016,09:30:03.000000,225.420000,277
23/12/2016,09:30:03.000000,225.420000,200
23/12/2016,09:30:03.000000,225.420000,500
23/12/2016,09:30:03.000000,225.420000,100
23/12/2016,09:30:03.000000,225.420000,300
23/12/2016,09:30:03.000000,225.420000,224
23/12/2016,09:30:03.000000,225.420000,100
23/12/2016,09:30:03.000000,225.420000,1000
23/12/2016,09:30:03.000000,225.420000,100
23/12/2016,09:30:03.000000,225.420000,100
23/12/2016,09:30:03.000000,225.420000,200
23/12/2016,09:30:03.000000,225.420000,100
23/12/2016,09:30:03.000000,225.420000,500
23/12/2016,09:30:03.000000,225.420000,200
23/12/2016,09:30:03.000000,225.420000,200
23/12/2016,09:30:03.000000,225.420000,369
23/12/2016,09:30:03.000000,225.420000,700
23/12/2016,09:30:03.000000,225.420000,100
23/12/2016,09:30:03.000000,225.420000,200
23/12/2016,09:30:03.000000,225.420000,100
23/12/2016,09:30:03.000000,225.410000,100
23/12/2016,09:30:03.000000,225.410000,200
23/12/2016,09:30:03.000000,225.410000,100
23/12/2016,09:30:03.000000,225.410000,500
23/12/2016,09:30:03.000000,225.410000,999
23/12/2016,09:30:03.000000,225.410000,200
23/12/2016,09:30:03.000000,225.410000,100
23/12/2016,09:30:03.000000,225.410000,199
23/12/2016,09:30:03.000000,225.410000,200
23/12/2016,09:30:03.000000,225.410000,100
23/12/2016,09:30:03.000000,225.410000,300
23/12/2016,09:30:03.000000,225.410000,100
23/12/2016,09:30:03.000000,225.410000,100
23/12/2016,09:30:03.000000,225.415000,100
23/12/2016,09:30:03.000000,225.410000,300
23/12/2016,09:30:03.000000,225.410000,100
23/12/2016,09:30:03.000000,225.410000,200
23/12/2016,09:30:03.000000,225.410000,200
23/12/2016,09:30:04.000000,225.440000,5210
23/12/2016,09:30:04.000000,225.410000,200
23/12/2016,09:30:04.000000,225.410000,200
23/12/2016,09:30:04.000000,225.410000,3500
23/12/2016,09:30:04.000000,225.410000,900
23/12/2016,09:30:04.000000,225.420000,100
23/12/2016,09:30:04.000000,225.410000,200
23/12/2016,09:30:04.000000,225.400000,200
23/12/2016,09:30:04.000000,225.400000,200
23/12/2016,09:30:04.000000,225.400000,200
23/12/2016,09:30:04.000000,225.400000,200
23/12/2016,09:30:04.000000,225.400000,300
23/12/2016,09:30:04.000000,225.400000,200
23/12/2016,09:30:04.000000,225.400000,500
23/12/2016,09:30:04.000000,225.400000,700
23/12/2016,09:30:04.000000,225.400000,200
23/12/2016,09:30:04.000000,225.400000,300
23/12/2016,09:30:04.000000,225.400000,100
23/12/2016,09:30:04.000000,225.400000,100
23/12/2016,09:30:04.000000,225.410000,200
23/12/2016,09:30:04.000000,225.410000,100
23/12/2016,09:30:04.000000,225.410000,200
23/12/2016,09:30:04.000000,225.410000,200
23/12/2016,09:30:04.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,169
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,200
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.420000,100
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.415000,100
23/12/2016,09:30:05.000000,225.410000,200
23/12/2016,09:30:05.000000,225.415000,100
23/12/2016,09:30:05.000000,225.410000,700
23/12/2016,09:30:05.000000,225.410000,200
23/12/2016,09:30:05.000000,225.410000,2700
23/12/2016,09:30:05.000000,225.410000,200
23/12/2016,09:30:05.000000,225.420000,100
23/12/2016,09:30:05.000000,225.420000,100
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,200
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.420000,300
23/12/2016,09:30:05.000000,225.420000,200
23/12/2016,09:30:05.000000,225.410000,100
23/12/2016,09:30:05.000000,225.410000,108
23/12/2016,09:30:05.000000,225.410000,108
23/12/2016,09:30:05.000000,225.420000,201
23/12/2016,09:30:05.000000,225.420000,100
23/12/2016,09:30:05.000000,225.410000,500
23/12/2016,09:30:05.000000,225.410000,1000
23/12/2016,09:30:05.000000,225.410000,1000
23/12/2016,09:30:05.000000,225.410000,700
23/12/2016,09:30:05.000000,225.410000,600
23/12/2016,09:30:06.000000,225.410000,300
23/12/2016,09:30:06.000000,225.420000,100
23/12/2016,09:30:06.000000,225.410000,300
23/12/2016,09:30:06.000000,225.410000,200
23/12/2016,09:30:06.000000,225.410000,100
23/12/2016,09:30:06.000000,225.410000,200
23/12/2016,09:30:06.000000,225.410000,100
23/12/2016,09:30:06.000000,225.410000,3500
23/12/2016,09:30:06.000000,225.428900,500
23/12/2016,09:30:06.000000,225.418900,100
23/12/2016,09:30:06.000000,225.410000,100
23/12/2016,09:30:06.000000,225.410000,100
23/12/2016,09:30:06.000000,225.428900,500
23/12/2016,09:30:07.000000,225.410000,200
23/12/2016,09:30:07.000000,225.410000,300
23/12/2016,09:30:07.000000,225.410000,200
23/12/2016,09:30:07.000000,225.410000,400
23/12/2016,09:30:07.000000,225.410000,200
23/12/2016,09:30:07.000000,225.410000,1900
23/12/2016,09:30:07.000000,225.410000,100
23/12/2016,09:30:07.000000,225.410000,100
23/12/2016,09:30:07.000000,225.410000,700
23/12/2016,09:30:07.000000,225.410000,1000
23/12/2016,09:30:07.000000,225.410000,100
23/12/2016,09:30:07.000000,225.420000,100
23/12/2016,09:30:07.000000,225.420000,100
23/12/2016,09:30:07.000000,225.420000,100
23/12/2016,09:30:07.000000,225.420000,100
23/12/2016,09:30:07.000000,225.410000,100
23/12/2016,09:30:08.000000,225.420000,100
23/12/2016,09:30:08.000000,225.420000,100
23/12/2016,09:30:08.000000,225.420000,100
23/12/2016,09:30:08.000000,225.420000,100
23/12/2016,09:30:08.000000,225.420000,200
23/12/2016,09:30:08.000000,225.420000,200
23/12/2016,09:30:08.000000,225.420000,400
23/12/2016,09:30:08.000000,225.420000,500
23/12/2016,09:30:08.000000,225.420000,200
23/12/2016,09:30:08.000000,225.420000,300
23/12/2016,09:30:08.000000,225.420000,176
23/12/2016,09:30:08.000000,225.410000,200
23/12/2016,09:30:08.000000,225.420000,100
23/12/2016,09:30:08.000000,225.410000,100
23/12/2016,09:30:08.000000,225.420000,200
23/12/2016,09:30:08.000000,225.420000,400
23/12/2016,09:30:08.000000,225.420000,400
23/12/2016,09:30:08.000000,225.420000,100
23/12/2016,09:30:08.000000,225.410000,400
23/12/2016,09:30:08.000000,225.414300,1000
23/12/2016,09:30:08.000000,225.410000,800
23/12/2016,09:30:08.000000,225.410000,100
23/12/2016,09:30:08.000000,225.419500,217
23/12/2016,09:30:08.000000,225.410000,400
23/12/2016,09:30:08.000000,225.410000,500
23/12/2016,09:30:08.000000,225.410000,1000
23/12/2016,09:30:08.000000,225.410000,1000
23/12/2016,09:30:08.000000,225.410000,2500
23/12/2016,09:30:08.000000,225.410000,200
23/12/2016,09:30:08.000000,225.410000,300
23/12/2016,09:30:08.000000,225.410000,100
23/12/2016,09:30:08.000000,225.410000,100
23/12/2016,09:30:09.000000,225.420000,224
23/12/2016,09:30:09.000000,225.420000,100
23/12/2016,09:30:09.000000,225.420000,400
23/12/2016,09:30:09.000000,225.420000,100
23/12/2016,09:30:09.000000,225.410000,1000
23/12/2016,09:30:09.000000,225.410000,100
23/12/2016,09:30:09.000000,225.410000,200
23/12/2016,09:30:09.000000,225.410000,2500
23/12/2016,09:30:09.000000,225.410000,100
23/12/2016,09:30:09.000000,225.410000,400
23/12/2016,09:30:09.000000,225.410000,200
23/12/2016,09:30:09.000000,225.410000,100
23/12/2016,09:30:09.000000,225.410000,400
23/12/2016,09:30:09.000000,225.410000,400
23/12/2016,09:30:09.000000,225.410000,200
23/12/2016,09:30:09.000000,225.410000,200
23/12/2016,09:30:09.000000,225.410000,688
23/12/2016,09:30:09.000000,225.410000,100
23/12/2016,09:30:09.000000,225.410000,200
23/12/2016,09:30:09.000000,225.410000,200
23/12/2016,09:30:09.000000,225.410000,100
23/12/2016,09:30:09.000000,225.409500,196
23/12/2016,09:30:09.000000,225.410000,400
23/12/2016,09:30:09.000000,225.410000,100
23/12/2016,09:30:09.000000,225.410000,200
23/12/2016,09:30:09.000000,225.410000,100
23/12/2016,09:30:09.000000,225.410000,200
23/12/2016,09:30:10.000000,225.410000,300
23/12/2016,09:30:10.000000,225.410000,400
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:10.000000,225.410000,200
23/12/2016,09:30:10.000000,225.410000,200
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:10.000000,225.410000,200
23/12/2016,09:30:10.000000,225.410000,146
23/12/2016,09:30:10.000000,225.410000,200
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:10.000000,225.410000,400
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:10.000000,225.410000,400
23/12/2016,09:30:10.000000,225.420000,130
23/12/2016,09:30:10.000000,225.410000,300
23/12/2016,09:30:10.000000,225.410000,1197
23/12/2016,09:30:10.000000,225.410000,464
23/12/2016,09:30:10.000000,225.410000,700
23/12/2016,09:30:10.000000,225.410000,539
23/12/2016,09:30:10.000000,225.410000,130
23/12/2016,09:30:10.000000,225.400000,117
23/12/2016,09:30:10.000000,225.410000,300
23/12/2016,09:30:10.000000,225.410000,100
23/12/2016,09:30:11.000000,225.420000,100
23/12/2016,09:30:11.000000,225.410000,100
23/12/2016,09:30:11.000000,225.400000,200
23/12/2016,09:30:11.000000,225.400000,200
23/12/2016,09:30:11.000000,225.400000,100
23/12/2016,09:30:11.000000,225.400000,100
23/12/2016,09:30:11.000000,225.410000,110
23/12/2016,09:30:12.000000,225.410000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.410000,184
23/12/2016,09:30:12.000000,225.410000,200
23/12/2016,09:30:12.000000,225.410000,600
23/12/2016,09:30:12.000000,225.410000,400
23/12/2016,09:30:12.000000,225.410000,200
23/12/2016,09:30:12.000000,225.410000,500
23/12/2016,09:30:12.000000,225.410000,200
23/12/2016,09:30:12.000000,225.410000,400
23/12/2016,09:30:12.000000,225.410000,125
23/12/2016,09:30:12.000000,225.410000,100
23/12/2016,09:30:12.000000,225.410000,400
23/12/2016,09:30:12.000000,225.410000,100
23/12/2016,09:30:12.000000,225.410000,100
23/12/2016,09:30:12.000000,225.400000,200
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,200
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,568
23/12/2016,09:30:12.000000,225.390000,500
23/12/2016,09:30:12.000000,225.400000,175
23/12/2016,09:30:12.000000,225.390000,100
23/12/2016,09:30:12.000000,225.390000,800
23/12/2016,09:30:12.000000,225.390000,200
23/12/2016,09:30:12.000000,225.390000,100
23/12/2016,09:30:12.000000,225.390000,194
23/12/2016,09:30:12.000000,225.390000,398
23/12/2016,09:30:12.000000,225.390000,305
23/12/2016,09:30:12.000000,225.390000,208
23/12/2016,09:30:12.000000,225.390000,226
23/12/2016,09:30:12.000000,225.390000,136
23/12/2016,09:30:12.000000,225.390100,1100
23/12/2016,09:30:12.000000,225.390000,111
23/12/2016,09:30:12.000000,225.390000,110
23/12/2016,09:30:12.000000,225.390000,172
23/12/2016,09:30:12.000000,225.390000,200
23/12/2016,09:30:12.000000,225.400000,200
23/12/2016,09:30:12.000000,225.400000,300
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:12.000000,225.400000,200
23/12/2016,09:30:12.000000,225.400000,600
23/12/2016,09:30:12.000000,225.400000,900
23/12/2016,09:30:12.000000,225.400000,100
23/12/2016,09:30:13.000000,225.400000,1185
23/12/2016,09:30:13.000000,225.400000,988
23/12/2016,09:30:13.000000,225.380000,100
23/12/2016,09:30:13.000000,225.380000,100
23/12/2016,09:30:13.000000,225.380000,100
23/12/2016,09:30:14.000000,225.380000,100
23/12/2016,09:30:14.000000,225.380000,1000
23/12/2016,09:30:14.000000,225.380000,200
23/12/2016,09:30:14.000000,225.380000,100
23/12/2016,09:30:14.000000,225.380000,300
23/12/2016,09:30:14.000000,225.380000,1531
23/12/2016,09:30:14.000000,225.380000,1000
23/12/2016,09:30:14.000000,225.387500,200
23/12/2016,09:30:14.000000,225.390000,100
23/12/2016,09:30:14.000000,225.390000,100
23/12/2016,09:30:14.000000,225.385000,100
23/12/2016,09:30:14.000000,225.380000,500
23/12/2016,09:30:14.000000,225.380000,200
23/12/2016,09:30:14.000000,225.380000,100
23/12/2016,09:30:14.000000,225.380000,969
23/12/2016,09:30:14.000000,225.380000,111
23/12/2016,09:30:14.000000,225.380000,189
23/12/2016,09:30:14.000000,225.380000,100
23/12/2016,09:30:14.000000,225.390000,100
23/12/2016,09:30:15.000000,225.380000,2800
23/12/2016,09:30:15.000000,225.380000,100
23/12/2016,09:30:15.000000,225.390000,300
